id,map_address,lat,lng
403,서울시 관악구 봉천로 230,37.482511,126.9492377
404,서울시 관악구 남부순환로 ,37.4846943,126.9382583
405,서울시 관악구 관천로 ,37.4870933,126.9233601
406,서울시 관악구 신림로 274-3,37.4717526,126.9335068
415,서울시 관악구 은천로 107,37.4862877,126.9366782
407,서울시 관악구 국회단지2길 ,37.4868896,126.9412602
408,서울시 관악구 관악로12길 3-6,37.4777259,126.9552387
409,서울시 관악구 낙성대로 22,37.47653325,126.9588081
410,서울시 관악구 봉천로 554,37.47793765,126.9591297
411,서울시 관악구 봉천로 554,37.47793765,126.9591297
412,서울시 관악구 신림로 91,37.4717526,126.9335068
413,서울시 관악구 남부순환로 ,37.4846943,126.9382583
414,서울시 관악구 문성로16길 ,37.4758922,126.9132157
416,서울시 관악구 남부순환로234길 31,37.4794343,126.9576157
417,서울시 관악구 대학14길 ,37.4655577,126.9358093
418,서울시 관악구 법원단지길 ,37.4766039,126.9245613
419,서울시 관악구 신림로11길 31,37.4656518,126.9389658
420,서울시 관악구 남부순환로 1591-5,37.4846943,126.9382583
421,서울시 관악구 신림로 86,37.4717526,126.9335068
422,서울시 관악구 남부순환로145길 ,37.4820782,126.9122062
423,서울시 관악구 신원로3길 40,37.4825793,126.9270891
424,서울시 관악구 양녕로1길 30,37.483583,126.9451505
436,서울시 관악구 봉천로 209,37.482511,126.9492377
425,서울시 관악구 행운1길 62,37.483092,126.9557411
426,서울시 관악구 호암로24길 76,37.4695103,126.9353461
427,서울시 관악구 대학길 ,37.4672276,126.9375648
428,서울시 관악구 남부순환로 1593-10,37.4846943,126.9382583
429,서울시 관악구 신림로53길 ,37.4792546,126.9302029
430,서울시 관악구 신림로26길 ,37.4722843,126.9344196
431,서울시 관악구 신림로11길 ,37.4656518,126.9389658
432,서울시 관악구 문성로16다길 133-70,37.4691275,126.9118497
433,서울시 관악구 난곡로66가길 ,37.4837761,126.9147168
434,서울시 관악구 당곡길 70,37.4910534,126.9284913
435,서울시 관악구 남부순환로 ,37.4846943,126.9382583
439,서울시 관악구 조원중앙로1길 15,37.4802275,126.9021441
440,서울시 관악구 신림로 ,37.4717526,126.9335068
441,서울시 관악구 신림로 ,37.4717526,126.9335068
442,서울시 관악구 난우길 21,37.4760161,126.917619
443,서울시 관악구 남부순환로 1964,37.47556115,126.9667991
444,서울시 관악구 신림동길 ,37.4873064,126.9274158
445,서울시 관악구 당곡6길 12,37.4929809,126.9310849
446,서울시 관악구 청림3길 10,37.490817,126.9586675
447,서울시 관악구 남부순환로228길 69,37.4778839,126.9545581
448,서울시 관악구 남부순환로 1635,37.4846943,126.9382583
449,서울시 관악구 신림로65길 ,37.4850231,126.9283248
450,서울시 관악구 조원로 9,37.4837353,126.9093755
451,서울시 관악구 남부순환로234길 27,37.47815395,126.9569141
452,서울시 관악구 남부순환로224길 31,37.4799561,126.9531645
453,서울시 관악구 장군봉1길 ,37.4817471,126.9418111
